Mouse.Ensembl.Gene.ID	Human.Ensembl.Gene.ID	Gencode19	Human_Symbol	Mouse_Symbol
ENSMUSG00000070709	ENSG00000128000	ENSG00000128000.11	ZNF780B	1700049G17Rik
ENSMUSG00000070713	ENSG00000182952	ENSG00000182952.4	HMGN4	Gm10282
ENSMUSG00000070719	ENSG00000159337	ENSG00000159337.6	PLA2G4D	Pla2g4d
ENSMUSG00000070720	ENSG00000253304	ENSG00000253304.1	TMEM200B	Tmem200b
ENSMUSG00000070730	ENSG00000137824	ENSG00000137824.11	RMDN3	Rmdn3
ENSMUSG00000070732	ENSG00000177483	ENSG00000177483.7	RBM44	Rbm44
ENSMUSG00000070733	ENSG00000075539	ENSG00000075539.9	FRYL	Fryl
ENSMUSG00000070737	ENSG00000243749	ENSG00000243749.1	ZMYM6NB	Gm12942
ENSMUSG00000070738	ENSG00000077044	ENSG00000077044.5	DGKD	Dgkd
ENSMUSG00000070778	ENSG00000148303	ENSG00000148303.12	RPL7A	Rpl7a-ps8
ENSMUSG00000070780	ENSG00000163694	ENSG00000163694.10	RBM47	Rbm47
ENSMUSG00000070796	ENSG00000170848	ENSG00000170848.11	PSG6	Psg21
ENSMUSG00000070797	ENSG00000221826	ENSG00000221826.5	PSG3	Psg27
ENSMUSG00000070798	ENSG00000079385	ENSG00000079385.17	CEACAM1	Psg25
ENSMUSG00000070799	ENSG00000124469	ENSG00000124469.6	CEACAM8	Psg26
ENSMUSG00000070802	ENSG00000204851	ENSG00000204851.5	PNMAL2	Pnmal2
ENSMUSG00000070803	ENSG00000179862	ENSG00000179862.5	CITED4	Cited4
ENSMUSG00000070806	ENSG00000066185	ENSG00000066185.8	ZMYND12	Zmynd12
ENSMUSG00000070808	ENSG00000063169	ENSG00000063169.6	GLTSCR1	Gltscr1
ENSMUSG00000070810	ENSG00000105398	ENSG00000105398.3	SULT2A1	Sult2a6
ENSMUSG00000070814	ENSG00000185453	ENSG00000185453.8	C19orf68	6330408A02Rik
ENSMUSG00000070822	ENSG00000121413	ENSG00000121413.8	ZSCAN18	Zscan18
ENSMUSG00000070823	ENSG00000181215	ENSG00000181215.8	C4orf50	Gm1043
ENSMUSG00000070828	ENSG00000180532	ENSG00000180532.6	ZSCAN4	Zscan4f
ENSMUSG00000070837	ENSG00000105146	ENSG00000105146.8	AURKC	Aurkc
ENSMUSG00000070858	ENSG00000243449	ENSG00000243449.2	C4orf48	Gm1673
ENSMUSG00000070866	ENSG00000170396	ENSG00000170396.6	ZNF804A	Zfp804a
ENSMUSG00000070867	ENSG00000269113	ENSG00000269113.3	TRABD2B	Trabd2b
ENSMUSG00000070870	ENSG00000118231	ENSG00000118231.4	CRYGD	Cryge
ENSMUSG00000070871	ENSG00000163249	ENSG00000163249.5	CCNYL1	Ccnyl1
ENSMUSG00000070873	ENSG00000186818	ENSG00000186818.8	LILRB4	Lilra5
ENSMUSG00000070873	ENSG00000105609	ENSG00000105609.12	LILRB5	Lilra5
ENSMUSG00000070875	ENSG00000181767	ENSG00000181767.1	OR8H2	Olfr1100
ENSMUSG00000070875	ENSG00000181761	ENSG00000181761.5	OR8H3	Olfr1100
ENSMUSG00000070875	ENSG00000181693	ENSG00000181693.6	OR8H1	Olfr1100
ENSMUSG00000070877	ENSG00000203985	ENSG00000203985.6	LDLRAD1	Ldlrad1
ENSMUSG00000070880	ENSG00000128683	ENSG00000128683.9	GAD1	Gad1
ENSMUSG00000070883	ENSG00000154479	ENSG00000154479.8	CCDC173	Ccdc173
ENSMUSG00000070904	ENSG00000228083	ENSG00000228083.1	IFNA14	Ifna4
ENSMUSG00000070904	ENSG00000120235	ENSG00000120235.3	IFNA6	Ifna4
ENSMUSG00000070904	ENSG00000147885	ENSG00000147885.2	IFNA16	Ifna4
ENSMUSG00000070904	ENSG00000186803	ENSG00000186803.3	IFNA10	Ifna4
ENSMUSG00000070904	ENSG00000120242	ENSG00000120242.3	IFNA8	Ifna4
ENSMUSG00000070904	ENSG00000236637	ENSG00000236637.1	IFNA4	Ifna4
ENSMUSG00000070904	ENSG00000147873	ENSG00000147873.4	IFNA5	Ifna4
ENSMUSG00000070904	ENSG00000188379	ENSG00000188379.5	IFNA2	Ifna4
ENSMUSG00000070904	ENSG00000137080	ENSG00000137080.4	IFNA21	Ifna4
ENSMUSG00000070904	ENSG00000214042	ENSG00000214042.1	IFNA7	Ifna4
ENSMUSG00000070904	ENSG00000233816	ENSG00000233816.2	IFNA13	Ifna4
ENSMUSG00000070904	ENSG00000197919	ENSG00000197919.3	IFNA1	Ifna4
ENSMUSG00000070904	ENSG00000234829	ENSG00000234829.2	IFNA17	Ifna4
ENSMUSG00000070906	ENSG00000147885	ENSG00000147885.2	IFNA16	Ifna11
ENSMUSG00000070906	ENSG00000137080	ENSG00000137080.4	IFNA21	Ifna11
ENSMUSG00000070906	ENSG00000147873	ENSG00000147873.4	IFNA5	Ifna11
ENSMUSG00000070906	ENSG00000197919	ENSG00000197919.3	IFNA1	Ifna11
ENSMUSG00000070906	ENSG00000120242	ENSG00000120242.3	IFNA8	Ifna11
ENSMUSG00000070906	ENSG00000120235	ENSG00000120235.3	IFNA6	Ifna11
ENSMUSG00000070906	ENSG00000236637	ENSG00000236637.1	IFNA4	Ifna11
ENSMUSG00000070906	ENSG00000188379	ENSG00000188379.5	IFNA2	Ifna11
ENSMUSG00000070906	ENSG00000214042	ENSG00000214042.1	IFNA7	Ifna11
ENSMUSG00000070906	ENSG00000186803	ENSG00000186803.3	IFNA10	Ifna11
ENSMUSG00000070906	ENSG00000228083	ENSG00000228083.1	IFNA14	Ifna11
ENSMUSG00000070906	ENSG00000234829	ENSG00000234829.2	IFNA17	Ifna11
ENSMUSG00000070906	ENSG00000233816	ENSG00000233816.2	IFNA13	Ifna11
ENSMUSG00000070907	ENSG00000233816	ENSG00000233816.2	IFNA13	Ifna7
ENSMUSG00000070907	ENSG00000186803	ENSG00000186803.3	IFNA10	Ifna7
ENSMUSG00000070907	ENSG00000120242	ENSG00000120242.3	IFNA8	Ifna7
ENSMUSG00000070907	ENSG00000188379	ENSG00000188379.5	IFNA2	Ifna7
ENSMUSG00000070907	ENSG00000228083	ENSG00000228083.1	IFNA14	Ifna7
ENSMUSG00000070907	ENSG00000214042	ENSG00000214042.1	IFNA7	Ifna7
ENSMUSG00000070907	ENSG00000197919	ENSG00000197919.3	IFNA1	Ifna7
ENSMUSG00000070907	ENSG00000234829	ENSG00000234829.2	IFNA17	Ifna7
ENSMUSG00000070907	ENSG00000236637	ENSG00000236637.1	IFNA4	Ifna7
ENSMUSG00000070907	ENSG00000147873	ENSG00000147873.4	IFNA5	Ifna7
ENSMUSG00000070907	ENSG00000147885	ENSG00000147885.2	IFNA16	Ifna7
ENSMUSG00000070907	ENSG00000120235	ENSG00000120235.3	IFNA6	Ifna7
ENSMUSG00000070907	ENSG00000137080	ENSG00000137080.4	IFNA21	Ifna7
ENSMUSG00000070923	ENSG00000198642	ENSG00000198642.5	KLHL9	Klhl9
ENSMUSG00000070934	ENSG00000155876	ENSG00000155876.4	RRAGA	Rraga
ENSMUSG00000070939	ENSG00000135966	ENSG00000135966.8	TGFBRAP1	Tgfbrap1
ENSMUSG00000070942	ENSG00000115598	ENSG00000115598.5	IL1RL2	Il1rl2
ENSMUSG00000070953	ENSG00000136933	ENSG00000136933.12	RABEPK	Rabepk
ENSMUSG00000070972	ENSG00000059769	ENSG00000059769.15	DNAJC25	Dnajc25
ENSMUSG00000070979	ENSG00000187003	ENSG00000187003.5	ACTL7A	Actl7a
ENSMUSG00000070980	ENSG00000148156	ENSG00000148156.6	ACTL7B	Actl7b
ENSMUSG00000070983	ENSG00000179055	ENSG00000179055.5	OR13D1	Olfr270
ENSMUSG00000070990	ENSG00000178919	ENSG00000178919.7	FOXE1	Foxe1
ENSMUSG00000070999	ENSG00000185972	ENSG00000185972.4	CCIN	Ccin
ENSMUSG00000071000	ENSG00000122718	ENSG00000122718.4	OR2S2	Olfr155
ENSMUSG00000071005	ENSG00000172724	ENSG00000172724.7	CCL19	Ccl19
ENSMUSG00000071014	ENSG00000165264	ENSG00000165264.6	NDUFB6	Ndufb6
ENSMUSG00000071015	ENSG00000203872	ENSG00000203872.6	C6orf163	Gm136
ENSMUSG00000071035	ENSG00000213593	ENSG00000213593.5	TMX2	Gm5499
ENSMUSG00000071037	ENSG00000143919	ENSG00000143919.10	CAMKMT	Camkmt
ENSMUSG00000071042	ENSG00000152689	ENSG00000152689.13	RASGRP3	Rasgrp3
ENSMUSG00000071047	ENSG00000198848	ENSG00000198848.8	CES1	Ces1a
ENSMUSG00000071052	ENSG00000148303	ENSG00000148303.12	RPL7A	Rpl7a-ps5
ENSMUSG00000071054	ENSG00000160633	ENSG00000160633.8	SAFB	Safb
ENSMUSG00000071064	ENSG00000151612	ENSG00000151612.11	ZNF827	Zfp827
ENSMUSG00000071068	ENSG00000112195	ENSG00000112195.8	TREML2	Treml2
ENSMUSG00000071072	ENSG00000110958	ENSG00000110958.11	PTGES3	Ptges3
ENSMUSG00000071073	ENSG00000204052	ENSG00000204052.4	LRRC73	Lrrc73
ENSMUSG00000071074	ENSG00000137207	ENSG00000137207.7	YIPF3	Yipf3
ENSMUSG00000071076	ENSG00000130522	ENSG00000130522.4	JUND	Jund
ENSMUSG00000071078	ENSG00000184162	ENSG00000184162.10	NR2C2AP	Nr2c2ap
ENSMUSG00000071084	ENSG00000196772	ENSG00000196772.3	OR14A16	Olfr761
ENSMUSG00000071103	ENSG00000205129	ENSG00000205129.4	C4orf47	1700029J07Rik
ENSMUSG00000071104	ENSG00000168491	ENSG00000168491.5	CCDC110	Ccdc110
ENSMUSG00000071112	ENSG00000134548	ENSG00000134548.5	C12orf39	B230216G23Rik
ENSMUSG00000071113	ENSG00000177669	ENSG00000177669.3	MBOAT4	Mboat4
ENSMUSG00000071147	ENSG00000212127	ENSG00000212127.5	TAS2R14	Tas2r140
ENSMUSG00000071149	ENSG00000212127	ENSG00000212127.5	TAS2R14	Tas2r115
ENSMUSG00000071150	ENSG00000212128	ENSG00000212128.2	TAS2R13	Tas2r121
ENSMUSG00000071151	ENSG00000166337	ENSG00000166337.5	TAF10	Gm4799
ENSMUSG00000071176	ENSG00000104728	ENSG00000104728.11	ARHGEF10	Arhgef10
ENSMUSG00000071177	ENSG00000197249	ENSG00000197249.8	SERPINA1	Serpina1d
ENSMUSG00000071178	ENSG00000197249	ENSG00000197249.8	SERPINA1	Serpina1b
ENSMUSG00000071179	ENSG00000197249	ENSG00000197249.8	SERPINA1	Gm46
ENSMUSG00000071180	ENSG00000188725	ENSG00000188725.3	SMIM15	Smim15
ENSMUSG00000071185	ENSG00000094661	ENSG00000094661.2	OR1I1	Olfr1357
ENSMUSG00000071192	ENSG00000127578	ENSG00000127578.6	WFIKKN1	Wfikkn1
ENSMUSG00000071195	ENSG00000241123	ENSG00000241123.1	KRTAP10-5	Gm10318
ENSMUSG00000071202	ENSG00000162004	ENSG00000162004.12	CCDC78	Ccdc78
ENSMUSG00000071203	ENSG00000249437	ENSG00000249437.3	NAIP	Naip5
ENSMUSG00000071226	ENSG00000099954	ENSG00000099954.14	CECR2	Cecr2
ENSMUSG00000071229	ENSG00000126953	ENSG00000126953.5	TIMM8A	Timm8a2
ENSMUSG00000071230	ENSG00000183971	ENSG00000183971.5	NPW	Npw
ENSMUSG00000071234	ENSG00000183379	ENSG00000183379.4	SYNDIG1L	Syndig1l
ENSMUSG00000071235	ENSG00000133980	ENSG00000133980.4	VRTN	Vrtn
ENSMUSG00000071252	ENSG00000185261	ENSG00000185261.9	KIAA0825	2210408I21Rik
ENSMUSG00000071253	ENSG00000122912	ENSG00000122912.10	SLC25A16	Slc25a16
ENSMUSG00000071256	ENSG00000085644	ENSG00000085644.9	ZNF213	Zfp213
ENSMUSG00000071262	ENSG00000100207	ENSG00000100207.14	TCF20	Zfp957
ENSMUSG00000071273	ENSG00000077312	ENSG00000077312.4	SNRPA	Gm5145
ENSMUSG00000071275	ENSG00000187474	ENSG00000187474.4	FPR3	Fpr-rs6
ENSMUSG00000071276	ENSG00000187474	ENSG00000187474.4	FPR3	Fpr-rs7
ENSMUSG00000071281	ENSG00000197360	ENSG00000197360.5	ZNF98	Zfp71-rs1
ENSMUSG00000071291	ENSG00000196081	ENSG00000196081.5	ZNF724P	Zfp58
ENSMUSG00000071311	ENSG00000120436	ENSG00000120436.3	GPR31	Gpr31b
ENSMUSG00000071317	ENSG00000112276	ENSG00000112276.9	BVES	Bves
ENSMUSG00000071324	ENSG00000118690	ENSG00000118690.8	ARMC2	Armc2
ENSMUSG00000071335	ENSG00000173214	ENSG00000173214.5	KIAA1919	G630090E17Rik
ENSMUSG00000071337	ENSG00000116001	ENSG00000116001.11	TIA1	Tia1
ENSMUSG00000071340	ENSG00000173626	ENSG00000173626.5	TRAPPC3L	Trappc3l
ENSMUSG00000071341	ENSG00000135625	ENSG00000135625.6	EGR4	Egr4
ENSMUSG00000071342	ENSG00000181016	ENSG00000181016.5	LSMEM1	Lsmem1
ENSMUSG00000071347	ENSG00000205863	ENSG00000205863.5	C1QTNF9B	C1qtnf9
ENSMUSG00000071347	ENSG00000240654	ENSG00000240654.2	C1QTNF9	C1qtnf9
ENSMUSG00000071350	ENSG00000136169	ENSG00000136169.12	SETDB2	Setdb2
ENSMUSG00000071356	ENSG00000172016	ENSG00000172016.11	REG3A	Reg3b
ENSMUSG00000071356	ENSG00000143954	ENSG00000143954.8	REG3G	Reg3b
ENSMUSG00000071359	ENSG00000028839	ENSG00000028839.5	TBPL1	Tbpl1
ENSMUSG00000071369	ENSG00000197442	ENSG00000197442.8	MAP3K5	Map3k5
ENSMUSG00000071379	ENSG00000115756	ENSG00000115756.8	HPCAL1	Hpcal1
ENSMUSG00000071392	ENSG00000203734	ENSG00000203734.7	ECT2L	Ect2l
ENSMUSG00000071398	ENSG00000150873	ENSG00000150873.7	C2orf50	2410004P03Rik
ENSMUSG00000071415	ENSG00000125691	ENSG00000125691.8	RPL23	Rpl23
ENSMUSG00000071424	ENSG00000152208	ENSG00000152208.7	GRID2	Grid2
ENSMUSG00000071451	ENSG00000180822	ENSG00000180822.7	PSMG4	Psmg4
ENSMUSG00000071452	ENSG00000170542	ENSG00000170542.5	SERPINB9	Gm11397
ENSMUSG00000071454	ENSG00000138101	ENSG00000138101.14	DTNB	Dtnb
ENSMUSG00000071470	ENSG00000100814	ENSG00000100814.13	CCNB1IP1	Ccnb1ip1
ENSMUSG00000071471	ENSG00000197683	ENSG00000197683.3	KRTAP26-1	Krtap26-1
ENSMUSG00000071477	ENSG00000196453	ENSG00000196453.7	ZNF777	Zfp777
ENSMUSG00000071478	ENSG00000196866	ENSG00000196866.2	HIST1H2AD	Hist1h2ad
ENSMUSG00000071481	ENSG00000221989	ENSG00000221989.2	OR2A2	Olfr437
ENSMUSG00000071489	ENSG00000168229	ENSG00000168229.3	PTGDR	Ptgdr
ENSMUSG00000071497	ENSG00000102898	ENSG00000102898.7	NUTF2	Nutf2-ps1
ENSMUSG00000071506	ENSG00000178826	ENSG00000178826.6	TMEM139	Tmem139
ENSMUSG00000071510	ENSG00000232382	ENSG00000232382.1	OR5K1	Olfr172
ENSMUSG00000071517	ENSG00000204983	ENSG00000204983.8	PRSS1	Gm10334
ENSMUSG00000071517	ENSG00000010438	ENSG00000010438.12	PRSS3	Gm10334
ENSMUSG00000071519	ENSG00000204983	ENSG00000204983.8	PRSS1	Prss3
ENSMUSG00000071519	ENSG00000010438	ENSG00000010438.12	PRSS3	Prss3
ENSMUSG00000071521	ENSG00000204983	ENSG00000204983.8	PRSS1	Try10
ENSMUSG00000071521	ENSG00000010438	ENSG00000010438.12	PRSS3	Try10
ENSMUSG00000071522	ENSG00000204704	ENSG00000204704.2	OR2W1	Olfr263
ENSMUSG00000071528	ENSG00000173915	ENSG00000173915.8	USMG5	Usmg5
ENSMUSG00000071531	ENSG00000204175	ENSG00000204175.4	GPRIN2	Gprin2
ENSMUSG00000071532	ENSG00000198242	ENSG00000198242.9	RPL23A	Gm10335
ENSMUSG00000071533	ENSG00000081154	ENSG00000081154.7	PCNP	Pcnp
ENSMUSG00000071537	ENSG00000188883	ENSG00000188883.4	KLRG2	Klrg2
ENSMUSG00000071540	ENSG00000177354	ENSG00000177354.7	C10orf71	3425401B19Rik
ENSMUSG00000071547	ENSG00000168268	ENSG00000168268.6	NT5DC2	Nt5dc2
ENSMUSG00000071550	ENSG00000206530	ENSG00000206530.4	WDR52	Wdr52
ENSMUSG00000071551	ENSG00000198610	ENSG00000198610.6	AKR1C4	Akr1c19
ENSMUSG00000071551	ENSG00000151632	ENSG00000151632.12	AKR1C2	Akr1c19
ENSMUSG00000071551	ENSG00000196139	ENSG00000196139.7	AKR1C3	Akr1c19
ENSMUSG00000071551	ENSG00000187134	ENSG00000187134.8	AKR1C1	Akr1c19
ENSMUSG00000071552	ENSG00000181847	ENSG00000181847.7	TIGIT	Tigit
ENSMUSG00000071553	ENSG00000158516	ENSG00000158516.7	CPA2	Cpa2
ENSMUSG00000071561	ENSG00000121552	ENSG00000121552.3	CSTA	BC100530
ENSMUSG00000071562	ENSG00000121552	ENSG00000121552.3	CSTA	Stfa1
ENSMUSG00000071573	ENSG00000184719	ENSG00000184719.7	RNLS	Rnls
ENSMUSG00000071604	ENSG00000135063	ENSG00000135063.13	FAM189A2	Fam189a2
ENSMUSG00000071632	ENSG00000242259	ENSG00000242259.4	C22orf39	2510002D24Rik
ENSMUSG00000071633	ENSG00000166840	ENSG00000166840.9	GLYATL1	Gm4952
ENSMUSG00000071636	ENSG00000196934	ENSG00000196934.3	RIMBP3B	Rimbp3
ENSMUSG00000071636	ENSG00000196622	ENSG00000196622.6	RIMBP3	Rimbp3
ENSMUSG00000071636	ENSG00000183246	ENSG00000183246.6	RIMBP3C	Rimbp3
ENSMUSG00000071640	ENSG00000116266	ENSG00000116266.6	STXBP3	Stxbp3b
ENSMUSG00000071644	ENSG00000254772	ENSG00000254772.5	EEF1G	Eef1g
ENSMUSG00000071646	ENSG00000149480	ENSG00000149480.2	MTA2	Mta2
ENSMUSG00000071647	ENSG00000149499	ENSG00000149499.7	EML3	Eml3
ENSMUSG00000071648	ENSG00000149489	ENSG00000149489.4	ROM1	Rom1
ENSMUSG00000071649	ENSG00000149541	ENSG00000149541.5	B3GAT3	B3gat3
ENSMUSG00000071650	ENSG00000089597	ENSG00000089597.12	GANAB	Ganab
ENSMUSG00000071652	ENSG00000185085	ENSG00000185085.2	INTS5	Ints5
ENSMUSG00000071654	ENSG00000204922	ENSG00000204922.4	C11orf83	AI462493
ENSMUSG00000071655	ENSG00000162191	ENSG00000162191.9	UBXN1	Ubxn1
ENSMUSG00000071656	ENSG00000177363	ENSG00000177363.4	LRRN4CL	Lrrn4cl
ENSMUSG00000071657	ENSG00000168000	ENSG00000168000.10	BSCL2	Bscl2
ENSMUSG00000071658	ENSG00000162188	ENSG00000162188.5	GNG3	Gng3
ENSMUSG00000071659	ENSG00000214753	ENSG00000214753.2	HNRNPUL2	Hnrnpul2
ENSMUSG00000071660	ENSG00000162222	ENSG00000162222.9	TTC9C	Ttc9c
ENSMUSG00000071661	ENSG00000185670	ENSG00000185670.7	ZBTB3	Zbtb3
ENSMUSG00000071662	ENSG00000168002	ENSG00000168002.7	POLR2G	Polr2g
ENSMUSG00000071665	ENSG00000189299	ENSG00000189299.5	FOXR2	Foxr2
ENSMUSG00000071669	ENSG00000048471	ENSG00000048471.9	SNX29	Snx29
ENSMUSG00000071679	ENSG00000187823	ENSG00000187823.2	ZCCHC16	Zcchc16
ENSMUSG00000071686	ENSG00000133149	ENSG00000133149.5	TEX13A	Tex13a
ENSMUSG00000071691	ENSG00000173715	ENSG00000173715.11	C11orf80	Gm960
ENSMUSG00000071708	ENSG00000102172	ENSG00000102172.11	SMS	Sms
ENSMUSG00000071711	ENSG00000128309	ENSG00000128309.12	MPST	Mpst
ENSMUSG00000071713	ENSG00000100368	ENSG00000100368.9	CSF2RB	Csf2rb
ENSMUSG00000071714	ENSG00000100368	ENSG00000100368.9	CSF2RB	Csf2rb2
ENSMUSG00000071715	ENSG00000100365	ENSG00000100365.10	NCF4	Ncf4
ENSMUSG00000071716	ENSG00000128284	ENSG00000128284.15	APOL3	Apol7e
ENSMUSG00000071719	ENSG00000130054	ENSG00000130054.4	FAM155B	Tmem28
ENSMUSG00000071722	ENSG00000186767	ENSG00000186767.5	SPIN4	Spin4
ENSMUSG00000071723	ENSG00000189369	ENSG00000189369.7	GSPT2	Gspt2
ENSMUSG00000071738	ENSG00000234469	ENSG00000234469.2	AC002365.1	Gm4937
ENSMUSG00000071748	ENSG00000198252	ENSG00000198252.7	STYX	Gm14698
ENSMUSG00000071757	ENSG00000178764	ENSG00000178764.6	ZHX2	Zhx2
ENSMUSG00000071815	ENSG00000132446	ENSG00000132446.5	FTHL17	Fthl17
ENSMUSG00000071816	ENSG00000198946	ENSG00000198946.3	SSX4B	Ssxb5
ENSMUSG00000071816	ENSG00000204645	ENSG00000204645.4	SSX4	Ssxb5
ENSMUSG00000071816	ENSG00000187754	ENSG00000187754.8	SSX7	Ssxb5
ENSMUSG00000071816	ENSG00000157950	ENSG00000157950.10	SSX2B	Ssxb5
ENSMUSG00000071816	ENSG00000126752	ENSG00000126752.7	SSX1	Ssxb5
ENSMUSG00000071816	ENSG00000165584	ENSG00000165584.11	SSX3	Ssxb5
ENSMUSG00000071816	ENSG00000165583	ENSG00000165583.9	SSX5	Ssxb5
ENSMUSG00000071816	ENSG00000241476	ENSG00000241476.3	SSX2	Ssxb5
ENSMUSG00000071847	ENSG00000154856	ENSG00000154856.8	APCDD1	Apcdd1
ENSMUSG00000071855	ENSG00000164221	ENSG00000164221.8	CCDC112	Ccdc112
ENSMUSG00000071856	ENSG00000171444	ENSG00000171444.13	MCC	Mcc
ENSMUSG00000071858	ENSG00000178776	ENSG00000178776.4	C5orf46	Gm94
ENSMUSG00000071862	ENSG00000146006	ENSG00000146006.7	LRRTM2	Lrrtm2
ENSMUSG00000071866	ENSG00000196262	ENSG00000196262.9	PPIA	Ppia
ENSMUSG00000071890	ENSG00000117501	ENSG00000117501.10	MROH9	Mroh9
ENSMUSG00000071909	ENSG00000188199	ENSG00000188199.6	NUTM2B	Gm806
ENSMUSG00000071909	ENSG00000188152	ENSG00000188152.8	NUTM2G	Gm806
ENSMUSG00000071909	ENSG00000214562	ENSG00000214562.9	NUTM2D	Gm806
ENSMUSG00000071909	ENSG00000184923	ENSG00000184923.8	NUTM2A	Gm806
ENSMUSG00000071909	ENSG00000130950	ENSG00000130950.9	NUTM2F	Gm806
ENSMUSG00000071909	ENSG00000228570	ENSG00000228570.3	NUTM2E	Gm806
ENSMUSG00000071984	ENSG00000164694	ENSG00000164694.12	FNDC1	Fndc1
ENSMUSG00000072082	ENSG00000162063	ENSG00000162063.8	CCNF	Ccnf
ENSMUSG00000072100	ENSG00000234469	ENSG00000234469.2	AC002365.1	Gm16390
ENSMUSG00000072115	ENSG00000214274	ENSG00000214274.5	ANG	Ang
ENSMUSG00000072214	ENSG00000184702	ENSG00000184702.13	SEPT5	Sept5
ENSMUSG00000072235	ENSG00000167552	ENSG00000167552.9	TUBA1A	Tuba1a
ENSMUSG00000072244	ENSG00000121236	ENSG00000121236.15	TRIM6	Trim6
ENSMUSG00000072249	ENSG00000132446	ENSG00000132446.5	FTHL17	Gm5635
ENSMUSG00000072258	ENSG00000143498	ENSG00000143498.13	TAF1A	Taf1a
ENSMUSG00000072259	ENSG00000187833	ENSG00000187833.7	C2orf78	Gm5592
ENSMUSG00000072294	ENSG00000118922	ENSG00000118922.12	KLF12	Klf12
ENSMUSG00000072295	ENSG00000155754	ENSG00000155754.10	ALS2CR11	Als2cr11
ENSMUSG00000072381	ENSG00000108961	ENSG00000108961.9	RANGRF	Gm10355
ENSMUSG00000072419	ENSG00000163530	ENSG00000163530.4	DPPA2	Dppa2
ENSMUSG00000072423	ENSG00000222028	ENSG00000222028.2	PSMB11	Psmb11
ENSMUSG00000072437	ENSG00000188613	ENSG00000188613.5	NANOS1	Nanos1
ENSMUSG00000072460	ENSG00000249222	ENSG00000249222.1	ATP5L2	Atp5l-ps1
ENSMUSG00000072460	ENSG00000167283	ENSG00000167283.3	ATP5L	Atp5l-ps1
ENSMUSG00000072473	ENSG00000178645	ENSG00000178645.8	C10orf53	1700024G13Rik
ENSMUSG00000072476	ENSG00000173456	ENSG00000173456.4	RNF26	Gm9008
ENSMUSG00000072479	ENSG00000139351	ENSG00000139351.10	SYCP3	Xlr5b
ENSMUSG00000072494	ENSG00000235194	ENSG00000235194.4	PPP1R3E	Ppp1r3e
ENSMUSG00000072501	ENSG00000129292	ENSG00000129292.16	PHF20L1	Phf20l1
ENSMUSG00000072511	ENSG00000132297	ENSG00000132297.7	HHLA1	Hhla1
ENSMUSG00000072553	ENSG00000214226	ENSG00000214226.4	C17orf67	Gm525
ENSMUSG00000072568	ENSG00000168672	ENSG00000168672.3	FAM84B	Fam84b
ENSMUSG00000072571	ENSG00000232070	ENSG00000232070.4	TMEM253	Tmem253
ENSMUSG00000072572	ENSG00000165794	ENSG00000165794.5	SLC39A2	Slc39a2
ENSMUSG00000072575	ENSG00000181562	ENSG00000181562.2	EDDM3A	Eddm3b
ENSMUSG00000072575	ENSG00000181552	ENSG00000181552.3	EDDM3B	Eddm3b
ENSMUSG00000072582	ENSG00000141378	ENSG00000141378.13	PTRH2	Ptrh2
ENSMUSG00000072596	ENSG00000169385	ENSG00000169385.2	RNASE2	Ear2
ENSMUSG00000072596	ENSG00000169397	ENSG00000169397.3	RNASE3	Ear2
ENSMUSG00000072598	ENSG00000214274	ENSG00000214274.5	ANG	Ang6
ENSMUSG00000072601	ENSG00000169397	ENSG00000169397.3	RNASE3	Ear1
ENSMUSG00000072601	ENSG00000169385	ENSG00000169385.2	RNASE2	Ear1
ENSMUSG00000072620	ENSG00000172123	ENSG00000172123.8	SLFN12	Slfn2
ENSMUSG00000072620	ENSG00000205045	ENSG00000205045.4	SLFN12L	Slfn2
ENSMUSG00000072623	ENSG00000175395	ENSG00000175395.11	ZNF25	Zfp9
ENSMUSG00000072625	ENSG00000128802	ENSG00000128802.3	GDF2	Gdf2
ENSMUSG00000072640	ENSG00000232859	ENSG00000232859.5	LYRM9	Lyrm9
ENSMUSG00000072662	ENSG00000205693	ENSG00000205693.3	MANSC4	Mansc4
ENSMUSG00000072663	ENSG00000152582	ENSG00000152582.8	SPEF2	Spef2
ENSMUSG00000072664	ENSG00000168671	ENSG00000168671.5	UGT3A2	Ugt3a1
ENSMUSG00000072664	ENSG00000145626	ENSG00000145626.7	UGT3A1	Ugt3a1
ENSMUSG00000072672	ENSG00000259063	ENSG00000259063.2	DUX4L5	Duxbl3
ENSMUSG00000072672	ENSG00000214325	ENSG00000214325.2	AC025287.1	Duxbl3
ENSMUSG00000072672	ENSG00000259128	ENSG00000259128.1	DUX4L2	Duxbl3
ENSMUSG00000072672	ENSG00000258755	ENSG00000258755.3	DUX4L7	Duxbl3
ENSMUSG00000072672	ENSG00000258697	ENSG00000258697.2	DUX4L6	Duxbl3
ENSMUSG00000072672	ENSG00000258389	ENSG00000258389.2	DUX4	Duxbl3
ENSMUSG00000072672	ENSG00000258834	ENSG00000258834.2	DUX4L4	Duxbl3
ENSMUSG00000072672	ENSG00000259034	ENSG00000259034.2	DUX4L3	Duxbl3
ENSMUSG00000072674	ENSG00000189129	ENSG00000189129.9	PLAC9	Plac9b
ENSMUSG00000072675	ENSG00000258834	ENSG00000258834.2	DUX4L4	Duxbl2
ENSMUSG00000072675	ENSG00000214325	ENSG00000214325.2	AC025287.1	Duxbl2
