Cell type	Notes	STAR mapped file	read counts	Bulk_Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190100Aligned.out.bam	GSM2190100Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190101Aligned.out.bam	GSM2190101Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190102Aligned.out.bam	GSM2190102Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190103Aligned.out.bam	GSM2190103Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190104Aligned.out.bam	GSM2190104Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190105Aligned.out.bam	GSM2190105Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190106Aligned.out.bam	GSM2190106Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190107Aligned.out.bam	GSM2190107Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190108Aligned.out.bam	GSM2190108Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190109Aligned.out.bam	GSM2190109Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190110Aligned.out.bam	GSM2190110Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190111Aligned.out.bam	GSM2190111Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190112Aligned.out.bam	GSM2190112Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190113Aligned.out.bam	GSM2190113Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190114Aligned.out.bam	GSM2190114Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190115Aligned.out.bam	GSM2190115Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190116Aligned.out.bam	GSM2190116Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190117Aligned.out.bam	GSM2190117Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190118Aligned.out.bam	GSM2190118Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190119Aligned.out.bam	GSM2190119Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190120Aligned.out.bam	GSM2190120Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190121Aligned.out.bam	GSM2190121Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190122Aligned.out.bam	GSM2190122Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190123Aligned.out.bam	GSM2190123Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190124Aligned.out.bam	GSM2190124Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190125Aligned.out.bam	GSM2190125Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190126Aligned.out.bam	GSM2190126Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190127Aligned.out.bam	GSM2190127Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190128Aligned.out.bam	GSM2190128Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190129Aligned.out.bam	GSM2190129Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190130Aligned.out.bam	GSM2190130Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190131Aligned.out.bam	GSM2190131Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190132Aligned.out.bam	GSM2190132Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190133Aligned.out.bam	GSM2190133Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190134Aligned.out.bam	GSM2190134Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190135Aligned.out.bam	GSM2190135Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190136Aligned.out.bam	GSM2190136Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190137Aligned.out.bam	GSM2190137Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190138Aligned.out.bam	GSM2190138Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190139Aligned.out.bam	GSM2190139Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190140Aligned.out.bam	GSM2190140Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190141Aligned.out.bam	GSM2190141Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190142Aligned.out.bam	GSM2190142Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190143Aligned.out.bam	GSM2190143Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190144Aligned.out.bam	GSM2190144Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190145Aligned.out.bam	GSM2190145Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190146Aligned.out.bam	GSM2190146Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190147Aligned.out.bam	GSM2190147Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190148Aligned.out.bam	GSM2190148Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190149Aligned.out.bam	GSM2190149Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190150Aligned.out.bam	GSM2190150Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190151Aligned.out.bam	GSM2190151Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190152Aligned.out.bam	GSM2190152Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190153Aligned.out.bam	GSM2190153Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190154Aligned.out.bam	GSM2190154Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190155Aligned.out.bam	GSM2190155Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190156Aligned.out.bam	GSM2190156Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190157Aligned.out.bam	GSM2190157Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190158Aligned.out.bam	GSM2190158Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190159Aligned.out.bam	GSM2190159Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190160Aligned.out.bam	GSM2190160Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190161Aligned.out.bam	GSM2190161Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190162Aligned.out.bam	GSM2190162Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190163Aligned.out.bam	GSM2190163Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190164Aligned.out.bam	GSM2190164Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190165Aligned.out.bam	GSM2190165Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190166Aligned.out.bam	GSM2190166Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190167Aligned.out.bam	GSM2190167Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190168Aligned.out.bam	GSM2190168Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2190169Aligned.out.bam	GSM2190169Aligned.out_counts_genes_mm9.txt	Single
NK_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536421Aligned.out.bam	SRR1536421Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536422Aligned.out.bam	SRR1536422Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	ImmGen RNAseq	SRR1976589Aligned.out.bam	SRR1976589Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6,Liver_DX5min-CD49plus_NK	SRR1023840Aligned.out.bam	SRR1023840Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6,Liver_DX5min-CD49plus_NK	SRR1023841Aligned.out.bam	SRR1023841Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Liver_DX5plus_NK	SRR1023842Aligned.out.bam	SRR1023842Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Liver_DX5plus_NK	SRR1023843Aligned.out.bam	SRR1023843Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Liver_NK1.1min-CD49plus_NK	SRR1023833Aligned.out.bam	SRR1023833Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Liver_NK1.1min-CD49plus_NK	SRR1023834Aligned.out.bam	SRR1023834Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Liver_NK1.1min-CD49plus_NK	SRR1023835Aligned.out.bam	SRR1023835Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6,Liver_NK1.1plus-CD49plus_NK	SRR1023831Aligned.out.bam	SRR1023831Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6,Liver_NK1.1plus-CD49plus_NK	SRR1023832Aligned.out.bam	SRR1023832Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Spleen_DX5plus_NK	SRR1023844Aligned.out.bam	SRR1023844Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Spleen_DX5plus_NK	SRR1023845Aligned.out.bam	SRR1023845Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Spleen_NK1.1min-CD49plus_NK	SRR1023836Aligned.out.bam	SRR1023836Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Spleen_NK1.1min-CD49plus_NK	SRR1023837Aligned.out.bam	SRR1023837Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Spleen_NK1.1min-CD49plus_NK	SRR1023838Aligned.out.bam	SRR1023838Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	C57BL/6, Spleen_NK1.1min-CD49plus_NK	SRR1023839Aligned.out.bam	SRR1023839Aligned.out_counts_genes_mm9.txt	Bulk
NK_cells	NK Cell_C57BL/6J__4 to 6 (week)_natural killer cell_NK1.1+, B220-, IgM-, Gr1-, Mac1-, Ter119-__                  	ERR674988Aligned.out.bam	ERR674988Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vivo, 3m	E_young_CAligned.out.bam	E_young_CAligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vivo, 3m	E_young_DAligned.out.bam	E_young_DAligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vivo, 3m	E_young_EAligned.out.bam	E_young_EAligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vivo, 3m	E_young_FAligned.out.bam	E_young_FAligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vitro, 3m	NPC_3m4Aligned.out.bam	NPC_3m4Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vitro, 3m	NPC_3m3Aligned.out.bam	NPC_3m3Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vitro, 3m	NPC_3m2Aligned.out.bam	NPC_3m2Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs SVZ in vitro, 3m	NPC_3m1Aligned.out.bam	NPC_3m1Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs hippocampus in vivo, LPA1-GFP+EGFR+Prominin-1-, LPA1-GFP+EGF-Prominin-1+ and LPA1-GFP+EGFR-Prominin-1-, rep1	SRR1997857Aligned.out.bam	SRR1997857Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs hippocampus in vivo, LPA1-GFP+EGFR+Prominin-1-, LPA1-GFP+EGF-Prominin-1+ and LPA1-GFP+EGFR-Prominin-1-, rep2	SRR1997858Aligned.out.bam	SRR1997858Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs hippocampus in vivo, LPA1-GFP+EGFR+Prominin-1-, LPA1-GFP+EGF-Prominin-1+ and LPA1-GFP+EGFR-Prominin-1-, rep3	SRR1997859Aligned.out.bam	SRR1997859Aligned.out_counts_genes_mm9.txt	Bulk
NPCs	NPCs hippocampus in vivo, LPA1-GFP+EGFR+Prominin-1-, LPA1-GFP+EGF-Prominin-1+ and LPA1-GFP+EGFR-Prominin-1-, rep4	SRR1997860Aligned.out.bam	SRR1997860Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	P7 Aldh1l1-EGFP transgenic mice of both genders, Myelinating_oligodendrocyte	SRR1033791Aligned.out.bam	SRR1033791Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	P7 Aldh1l1-EGFP transgenic mice of both genders, Myelinating_oligodendrocyte	SRR1033792Aligned.out.bam	SRR1033792Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	P7 Aldh1l1-EGFP transgenic mice of both genders, Newly_formed_oligodendrocyte	SRR1033789Aligned.out.bam	SRR1033789Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	P7 Aldh1l1-EGFP transgenic mice of both genders, Newly_formed_oligodendrocyte	SRR1033790Aligned.out.bam	SRR1033790Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	P18 brain oligodendrocytes_RNASeq_n1	SRR1810040Aligned.out.bam	SRR1810040Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	P18 brain oligodendrocytes_RNASeq_n2	SRR1810041Aligned.out.bam	SRR1810041Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	P18 brain oligodendrocytes_RNASeq_n3	SRR1810042Aligned.out.bam	SRR1810042Aligned.out_counts_genes_mm9.txt	Bulk
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2188977Aligned.out.bam	GSM2188977Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189318Aligned.out.bam	GSM2189318Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189319Aligned.out.bam	GSM2189319Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189323Aligned.out.bam	GSM2189323Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189324Aligned.out.bam	GSM2189324Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189325Aligned.out.bam	GSM2189325Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189336Aligned.out.bam	GSM2189336Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189343Aligned.out.bam	GSM2189343Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189346Aligned.out.bam	GSM2189346Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189367Aligned.out.bam	GSM2189367Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189464Aligned.out.bam	GSM2189464Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189468Aligned.out.bam	GSM2189468Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189475Aligned.out.bam	GSM2189475Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189479Aligned.out.bam	GSM2189479Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189480Aligned.out.bam	GSM2189480Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189481Aligned.out.bam	GSM2189481Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189482Aligned.out.bam	GSM2189482Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189484Aligned.out.bam	GSM2189484Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189486Aligned.out.bam	GSM2189486Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189488Aligned.out.bam	GSM2189488Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189490Aligned.out.bam	GSM2189490Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189492Aligned.out.bam	GSM2189492Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189496Aligned.out.bam	GSM2189496Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189500Aligned.out.bam	GSM2189500Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189501Aligned.out.bam	GSM2189501Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189510Aligned.out.bam	GSM2189510Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189512Aligned.out.bam	GSM2189512Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189514Aligned.out.bam	GSM2189514Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189519Aligned.out.bam	GSM2189519Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189520Aligned.out.bam	GSM2189520Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189521Aligned.out.bam	GSM2189521Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189526Aligned.out.bam	GSM2189526Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189541Aligned.out.bam	GSM2189541Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189547Aligned.out.bam	GSM2189547Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189550Aligned.out.bam	GSM2189550Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189551Aligned.out.bam	GSM2189551Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189555Aligned.out.bam	GSM2189555Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189558Aligned.out.bam	GSM2189558Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189559Aligned.out.bam	GSM2189559Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189561Aligned.out.bam	GSM2189561Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189562Aligned.out.bam	GSM2189562Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189580Aligned.out.bam	GSM2189580Aligned.out_counts_genes_mm9.txt	Single
Oligodendrocytes	Steve_quake Striatum scRNAseq	GSM2189597Aligned.out.bam	GSM2189597Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189234Aligned.out.bam	GSM2189234Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189320Aligned.out.bam	GSM2189320Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189470Aligned.out.bam	GSM2189470Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189487Aligned.out.bam	GSM2189487Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189493Aligned.out.bam	GSM2189493Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189497Aligned.out.bam	GSM2189497Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189498Aligned.out.bam	GSM2189498Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189499Aligned.out.bam	GSM2189499Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189502Aligned.out.bam	GSM2189502Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189534Aligned.out.bam	GSM2189534Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189535Aligned.out.bam	GSM2189535Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189636Aligned.out.bam	GSM2189636Aligned.out_counts_genes_mm9.txt	Single
OPCs	Steve_quake Striatum scRNAseq	GSM2189663Aligned.out.bam	GSM2189663Aligned.out_counts_genes_mm9.txt	Single
qNSCs	qNSCs SVZ, 3m	PG_young_DAligned.out.bam	PG_young_DAligned.out_counts_genes_mm9.txt	Bulk
qNSCs	qNSCs SVZ, 3m	PG_young_EAligned.out.bam	PG_young_EAligned.out_counts_genes_mm9.txt	Bulk
qNSCs	qNSCs SVZ, 3m	PG_young_FAligned.out.bam	PG_young_FAligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD4+	SRR1536413Aligned.out.bam	SRR1536413Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD4+	SRR1536414Aligned.out.bam	SRR1536414Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD4+	SRR1536415Aligned.out.bam	SRR1536415Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD4+	SRR1536416Aligned.out.bam	SRR1536416Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	ImmGen RNAseq,  CD4+	SRR1976591Aligned.out.bam	SRR1976591Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD8+	SRR1536417Aligned.out.bam	SRR1536417Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD8+	SRR1536418Aligned.out.bam	SRR1536418Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD8+	SRR1536419Aligned.out.bam	SRR1536419Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, CD8+	SRR1536420Aligned.out.bam	SRR1536420Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	ImmGen RNAseq,  CD8+	SRR1976592Aligned.out.bam	SRR1976592Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,Th1_cells	SRR038535Aligned.out.bam	SRR038535Aligned.out_counts_genes_mm9.txt	Bulk
T_cells	C57BL/6,Th1_cells	SRR096543Aligned.out.bam	SRR096543Aligned.out_counts_genes_mm9.txt	Bulk
